id,roll,adv,basis,type
2134,18,none,initiative,nan
2135,11,none,melee,attack
2136,2,none,initiative,nan
2137,4,none,melee,attack
2138,20,none,melee,attack
2139,9,none,stealth,check
2140,10,advantage,melee,attack
2141,8,none,wisdom,save
2142,11,none,melee,attack
2143,17,none,strength,save
2144,19,none,melee,attack
2145,15,none,melee,attack
2146,11,none,ranged,attack
2147,14,none,melee,attack
2148,17,none,persuasion,check
2149,7,none,melee,attack
2150,2,none,melee,attack
2151,3,advantage,strength,check
2152,19,none,melee,attack
2153,14,none,melee,attack
2154,6,none,melee,attack
2155,14,none,melee,attack
2156,4,none,initiative,nan
2157,9,none,perception,check
2158,4,advantage,nature,check
2159,16,none,melee,attack
2160,5,none,athletics,check
2161,7,none,melee,attack
2162,1,none,melee,attack
2163,18,none,perception,check
2164,20,none,melee,attack
2165,4,none,melee,attack
2166,8,none,dexterity,save
2167,20,advantage,melee,attack
2168,13,none,melee,attack
2169,10,none,melee,attack
2170,5,none,dexterity,save
2171,16,none,melee,attack
2172,17,none,dexterity,save
2173,4,none,melee,attack
2174,17,none,initiative,nan
2175,1,none,ranged,attack
2176,19,none,strength,check
2177,1,none,melee,attack
2178,11,none,charisma,check
2179,7,none,athletics,check
2180,19,advantage,melee,attack
2181,7,none,melee,attack
2182,6,none,melee,attack
2183,18,none,melee,attack
2184,20,none,melee,attack
2185,1,none,charisma,check
2186,3,none,melee,attack
2187,16,none,strength,check
2188,13,none,dexterity,save
2189,4,none,stealth,check
2190,20,advantage,melee,attack
2191,6,none,athletics,check
2192,1,none,melee,attack
2193,13,none,melee,attack
2194,15,disadvantage,strength,save
2195,13,none,nature,check
2196,18,advantage,melee,attack
2197,19,none,strength,save
2198,12,advantage,initiative,nan
2199,1,none,melee,attack
2200,1,none,melee,attack
2201,20,none,melee,attack
2202,6,none,strength,save
2203,16,none,dexterity,save
2204,10,none,strength,save
2205,8,none,dexterity,save
2206,13,none,melee,attack
2207,20,none,constitution,check
2208,4,none,melee,attack
2209,18,none,melee,attack
2210,4,none,initiative,nan
2211,3,none,insight,check
2212,20,none,dexterity,save
2213,10,none,dexterity,save
2214,3,disadvantage,strength,check
2215,13,none,melee,attack
2216,12,none,dexterity,check
2217,16,none,melee,attack
2218,10,none,melee,attack
2219,2,none,dexterity,save
2220,17,none,investigation,check
2221,19,none,dexterity,save
2222,13,none,ranged,attack
2223,6,none,melee,attack
2224,17,none,dexterity,save
2225,13,none,melee,attack
2226,16,none,melee,attack
2227,17,none,intimidation,check
2228,14,none,dexterity,save
2229,19,none,melee,attack
2230,5,none,ranged,attack
2231,16,none,strength,check
2232,16,none,investigation,check
2233,2,none,initiative,nan
2234,12,none,athletics,check
2235,17,none,melee,attack
2236,12,none,athletics,check
2237,12,none,initiative,nan
2238,10,none,strength,save
2239,12,none,ranged,attack
2240,19,advantage,melee,attack
2241,10,none,persuasion,check
2242,14,advantage,dexterity,save
2243,8,none,athletics,check
2244,13,none,melee,attack
2245,6,none,strength,check
2246,14,none,melee,attack
2247,15,none,nature,check
2248,18,none,charisma,check
2249,16,none,charisma,check
2250,9,none,wisdom,save
2251,5,none,strength,check
2252,5,none,dexterity,save
2253,13,none,charisma,check
2254,12,advantage,melee,attack
2255,6,none,dexterity,save
2256,18,advantage,strength,check
2257,9,none,athletics,check
2258,19,none,athletics,check
2259,17,none,persuasion,check
2260,15,none,charisma,check
2261,18,none,charisma,check
2262,9,none,melee,attack
2263,8,none,ranged,attack
2264,9,none,investigation,check
2265,5,none,sleight of hand,check
2266,3,none,dexterity,save
2267,5,none,strength,check
2268,20,none,intimidation,check
2269,3,none,constitution,save
2270,2,none,melee,attack
2271,3,none,charisma,check
2272,9,none,persuasion,check
2273,15,none,wisdom,save
2274,16,none,melee,attack
2275,12,none,dexterity,save
2276,16,advantage,melee,attack
2277,16,none,strength,check
2278,5,none,strength,save
2279,14,none,thieves’ tools,check
2280,6,none,melee,attack
2281,9,none,initiative,nan
2282,20,none,perception,check
2283,10,advantage,initiative,nan
2284,3,advantage,melee,attack
2285,5,none,intimidation,check
2286,4,none,dexterity,save
2287,4,none,strength,check
2288,12,none,persuasion,check
2289,15,advantage,athletics,check
2290,15,none,constitution,check
2291,8,none,melee,attack
2292,5,none,dexterity,save
2293,8,none,athletics,check
2294,17,advantage,melee,attack
2295,2,none,perception,check
2296,19,none,strength,check
2297,19,none,melee,attack
2298,11,advantage,melee,attack
2299,3,none,melee,attack
2300,18,none,melee,attack
2301,9,none,constitution,check
2302,9,none,strength,save
2303,19,none,melee,attack
2304,15,none,melee,attack
2305,20,none,melee,attack
2306,7,none,ranged,attack
2307,12,none,sleight of hand,check
2308,8,none,dexterity,save
2309,14,disadvantage,dexterity,save
2310,19,none,melee,attack
2311,5,none,wisdom,save
2312,1,none,wisdom,save
2313,5,none,athletics,check
2314,20,none,dexterity,save
2315,8,none,melee,attack
2316,7,none,melee,attack
2317,17,none,dexterity,save
2318,11,none,dexterity,save
2319,17,none,melee,attack
2320,11,none,dexterity,save
2321,3,none,melee,attack
2322,2,none,initiative,nan
2323,15,none,persuasion,check
2324,13,none,initiative,nan
2325,8,disadvantage,melee,attack
2326,18,none,strength,save
2327,10,none,strength,save
2328,7,disadvantage,stealth,check
2329,12,none,ranged,attack
2330,1,none,melee,attack
2331,8,none,medicine,check
2332,19,none,athletics,check
2333,5,none,dexterity,save
2334,4,none,melee,attack
2335,19,advantage,intimidation,check
2336,3,none,dexterity,save
2337,20,none,constitution,save
2338,13,none,constitution,check
2339,19,none,melee,attack
2340,15,none,ranged,attack
2341,19,advantage,melee,attack
2342,7,none,initiative,nan
2343,18,none,melee,attack
2344,7,none,constitution,check
2345,6,none,melee,attack
2346,13,none,initiative,nan
2347,12,none,ranged,attack
2348,13,none,melee,attack
2349,14,none,melee,attack
2350,12,none,perception,check
2351,15,advantage,investigation,check
2352,15,none,athletics,check
2353,4,none,melee,attack
2354,10,none,melee,attack
2355,4,none,melee,attack
2356,1,none,strength,check
2357,10,none,ranged,attack
2358,5,none,melee,attack
2359,16,none,sleight of hand,check
2360,6,none,initiative,nan
2361,20,none,strength,check
2362,6,none,initiative,nan
2363,10,none,melee,attack
2364,6,disadvantage,strength,save
2365,4,advantage,melee,attack
2366,13,none,ranged,attack
2367,17,none,dexterity,save
2368,9,none,melee,attack
2369,15,none,stealth,check
2370,10,none,melee,attack
2371,11,none,strength,check
2372,13,none,investigation,check
2373,8,advantage,initiative,nan
2374,3,none,melee,attack
2375,5,none,ranged,attack
2376,11,none,melee,attack
2377,10,none,melee,attack
2378,9,none,strength,check
2379,3,none,dexterity,save
2380,6,none,initiative,nan
2381,17,none,thieves’ tools,check
2382,13,none,melee,attack
2383,5,none,melee,attack
2384,3,none,dexterity,save
2385,8,none,melee,attack
2386,7,none,persuasion,check
2387,20,none,melee,attack
2388,19,advantage,athletics,check
2389,9,none,athletics,check
2390,7,none,insight,check
2391,8,advantage,melee,attack
2392,11,none,dexterity,save
2393,20,advantage,thieves’ tools,check
2394,20,advantage,dexterity,save
2395,8,none,constitution,check
2396,11,none,dexterity,save
2397,18,none,strength,check
2398,16,none,athletics,check
2399,5,none,melee,attack
2400,2,none,athletics,check
2401,5,none,strength,check
2402,16,none,arcana,check
2403,13,advantage,charisma,check
2404,13,none,melee,attack
2405,6,none,perception,check
2406,17,none,nature,check
2407,16,none,intimidation,check
2408,1,none,perception,check
2409,19,none,dexterity,save
2410,5,advantage,initiative,nan
2411,18,none,initiative,nan
2412,18,none,strength,save
2413,18,none,athletics,check
2414,18,none,melee,attack
2415,1,none,melee,attack
2416,14,none,melee,attack
2417,17,advantage,initiative,nan
2418,13,advantage,strength,save
2419,17,none,melee,attack
2420,11,none,melee,attack
2421,8,none,melee,attack
2422,18,none,dexterity,save
2423,16,none,sleight of hand,check
2424,8,none,ranged,attack
2425,5,none,melee,attack
2426,15,advantage,wisdom,save
2427,3,none,charisma,check
2428,6,none,dexterity,save
2429,2,none,arcana,check
2430,12,disadvantage,initiative,nan
2431,5,none,initiative,nan
2432,15,none,melee,attack
2433,16,none,melee,attack
2434,2,none,athletics,check
2435,20,none,strength,check
2436,20,none,melee,attack
2437,2,none,dexterity,save
2438,11,none,ranged,attack
2439,3,none,dexterity,save
2440,12,advantage,ranged,attack
2441,16,none,thieves’ tools,check
2442,17,none,dexterity,save
2443,8,none,melee,attack
2444,10,none,dexterity,save
2445,7,none,melee,attack
2446,6,none,strength,check
2447,13,none,ranged,attack
2448,18,none,strength,check
2449,6,none,strength,check
2450,16,none,strength,check
2451,17,none,ranged,attack
2452,20,advantage,strength,check
2453,16,none,dexterity,save
2454,12,none,melee,attack
2455,16,disadvantage,strength,save
2456,20,none,initiative,nan
2457,15,none,stealth,check
2458,10,none,wisdom,save
2459,20,none,ranged,attack
2460,16,none,dexterity,save
2461,17,none,strength,check
2462,19,none,athletics,check
2463,1,none,strength,save
2464,18,none,constitution,save
2465,11,none,melee,attack
2466,14,advantage,athletics,check
2467,11,none,perception,check
2468,3,none,investigation,check
2469,13,none,dexterity,save
2470,3,disadvantage,wisdom,save
2471,9,none,melee,attack
2472,5,none,dexterity,save
2473,11,advantage,melee,attack
2474,11,none,perception,check
2475,16,none,initiative,nan
2476,20,none,wisdom,save
2477,12,none,melee,attack
2478,10,none,wisdom,save
2479,18,none,initiative,nan
2480,4,none,athletics,check
2481,15,none,constitution,save
2482,9,none,melee,attack
2483,7,none,melee,attack
2484,13,none,investigation,check
2485,19,none,dexterity,save
2486,10,none,intimidation,check
2487,3,none,intimidation,check
2488,8,none,melee,attack
2489,3,none,melee,attack
2490,12,none,athletics,check
2491,19,none,melee,attack
2492,3,none,intimidation,check
2493,19,none,strength,check
2494,11,none,melee,attack
2495,18,none,investigation,check
2496,3,none,persuasion,check
2497,10,none,constitution,save
2498,10,none,nature,check
2499,3,none,wisdom,save
2500,2,none,thieves’ tools,check
2501,11,none,strength,check
2502,11,none,melee,attack
2503,13,none,initiative,nan
2504,5,none,melee,attack
2505,10,none,ranged,attack
2506,12,none,melee,attack
2507,11,none,strength,check
2508,17,none,dexterity,save
2509,18,none,melee,attack
2510,6,none,melee,attack
2511,13,none,insight,check
2512,19,advantage,stealth,check
2513,17,none,initiative,nan
2514,14,advantage,strength,check
2515,2,none,wisdom,save
2516,18,none,strength,save
2517,1,none,melee,attack
2518,16,none,strength,check
2519,9,none,melee,attack
2520,8,none,ranged,attack
2521,3,none,charisma,check
2522,3,none,dexterity,save
2523,18,none,melee,attack
2524,11,none,constitution,check
2525,13,advantage,stealth,check
2526,19,none,strength,check
2527,15,none,melee,attack
2528,13,advantage,constitution,check
2529,6,none,athletics,check
2530,11,none,dexterity,save
2531,1,none,dexterity,save
2532,1,disadvantage,strength,check
2533,1,none,melee,attack
2534,20,none,persuasion,check
2535,3,none,melee,attack
2536,2,none,perception,check
2537,20,none,dexterity,save
2538,7,none,melee,attack
2539,15,none,persuasion,check
2540,19,advantage,initiative,nan
2541,11,none,melee,attack
2542,12,none,ranged,attack
2543,18,none,melee,attack
2544,13,none,insight,check
2545,15,advantage,melee,attack
2546,7,none,melee,attack
2547,6,none,strength,check
2548,9,none,perception,check
2549,15,none,investigation,check
2550,17,advantage,strength,check
2551,1,none,dexterity,save
2552,20,none,charisma,check
2553,2,none,athletics,check
2554,10,none,wisdom,save
2555,3,none,melee,attack
2556,5,none,melee,attack
2557,4,none,stealth,check
2558,10,none,stealth,check
2559,5,none,constitution,check
2560,9,none,melee,attack
2561,12,advantage,intimidation,check
2562,2,disadvantage,strength,check
2563,3,none,perception,check
2564,2,none,initiative,nan
2565,9,none,dexterity,save
2566,7,none,athletics,check
2567,15,none,melee,attack
2568,9,none,dexterity,save
2569,17,none,initiative,nan
2570,18,none,ranged,attack
2571,6,none,constitution,save
2572,12,none,constitution,save
2573,12,none,melee,attack
2574,6,none,arcana,check
2575,2,advantage,ranged,attack
2576,13,none,melee,attack
2577,19,advantage,perception,check
2578,13,none,insight,check
2579,15,none,investigation,check
2580,3,none,perception,check
2581,10,none,dexterity,save
2582,7,none,dexterity,save
2583,7,none,initiative,nan
2584,14,none,initiative,nan
2585,10,none,melee,attack
2586,20,none,melee,attack
2587,19,none,constitution,check
2588,6,none,intimidation,check
2589,14,none,melee,attack
2590,12,none,constitution,check
2591,15,none,melee,attack
2592,6,none,melee,attack
2593,1,disadvantage,wisdom,save
2594,11,none,dexterity,save
2595,4,none,thieves’ tools,check
2596,6,none,strength,check
2597,6,none,strength,check
2598,18,advantage,athletics,check
2599,17,none,perception,check
2600,20,none,dexterity,save
2601,11,none,constitution,check
2602,13,none,melee,attack
2603,3,none,melee,attack
2604,3,none,dexterity,save
2605,18,none,dexterity,save
2606,10,none,melee,attack
2607,6,none,perception,check
2608,8,none,melee,attack
2609,1,none,melee,attack
2610,20,none,ranged,attack
2611,18,none,strength,check
2612,15,none,melee,attack
2613,11,none,athletics,check
2614,15,none,insight,check
2615,2,none,perception,check
2616,18,none,ranged,attack
2617,5,none,thieves’ tools,check
2618,13,none,dexterity,save
2619,19,advantage,constitution,save
2620,14,none,strength,check
2621,11,disadvantage,athletics,check
2622,12,none,strength,check
2623,9,none,melee,attack
2624,15,none,melee,attack
2625,19,none,dexterity,save
2626,6,none,melee,attack
2627,17,none,strength,check
2628,5,none,perception,check
2629,5,none,persuasion,check
2630,9,none,athletics,check
2631,5,none,melee,attack
2632,19,none,persuasion,check
2633,5,none,athletics,check
2634,4,none,melee,attack
2635,14,none,charisma,check
2636,5,none,melee,attack
2637,16,none,ranged,attack
2638,17,none,strength,check
2639,16,advantage,sleight of hand,check
2640,18,none,insight,check
2641,13,none,deception,check
2642,14,none,melee,attack
2643,8,none,sleight of hand,check
2644,10,advantage,strength,check
2645,1,none,initiative,nan
2646,18,none,sleight of hand,check
2647,10,none,strength,check
2648,17,none,melee,attack
2649,19,none,dexterity,save
2650,16,none,initiative,nan
2651,3,none,melee,attack
2652,3,none,dexterity,check
2653,20,none,melee,attack
2654,7,none,dexterity,save
2655,14,none,investigation,check
2656,14,none,melee,attack
2657,17,none,melee,attack
2658,20,none,dexterity,check
2659,18,none,strength,check
2660,6,none,intimidation,check
2661,15,none,stealth,check
2662,5,none,athletics,check
2663,19,none,dexterity,save
2664,13,advantage,investigation,check
2665,1,none,intimidation,check
2666,16,none,charisma,check
2667,13,none,deception,check
2668,2,none,dexterity,save
2669,19,none,dexterity,save
2670,2,none,melee,attack
2671,3,none,constitution,save
2672,16,none,arcana,check
2673,16,none,perception,check
2674,17,none,nature,check
2675,10,advantage,strength,check
2676,19,none,melee,attack
2677,11,none,perception,check
2678,18,none,strength,check
2679,10,none,melee,attack
2680,13,none,melee,attack
2681,19,none,strength,save
2682,14,none,strength,check
2683,8,none,strength,check
2684,6,none,athletics,check
2685,20,none,melee,attack
2686,2,none,wisdom,save
2687,18,advantage,melee,attack
2688,12,none,insight,check
2689,3,none,initiative,nan
2690,7,none,initiative,nan
2691,4,none,melee,attack
2692,8,none,constitution,check
2693,1,none,perception,check
2694,7,none,persuasion,check
2695,14,none,melee,attack
2696,12,none,strength,check
2697,1,none,melee,attack
2698,2,none,athletics,check
2699,15,none,melee,attack
2700,10,none,melee,attack
2701,18,none,investigation,check
2702,13,none,initiative,nan
2703,9,none,wisdom,save
2704,7,none,investigation,check
2705,1,none,strength,check
2706,15,none,dexterity,save
2707,7,none,strength,check
2708,7,none,ranged,attack
2709,11,none,melee,attack
2710,2,none,strength,check
2711,8,none,investigation,check
2712,18,none,constitution,check
2713,16,none,initiative,nan
2714,16,none,melee,attack
2715,2,none,strength,check
2716,7,none,melee,attack
2717,2,none,perception,check
2718,13,none,investigation,check
2719,6,none,dexterity,save
2720,13,none,athletics,check
2721,15,none,ranged,attack
2722,11,none,initiative,nan
2723,8,none,dexterity,check
2724,1,none,melee,attack
2725,19,none,melee,attack
2726,12,advantage,athletics,check
2727,10,none,perception,check
2728,17,advantage,ranged,attack
2729,14,advantage,melee,attack
2730,5,disadvantage,charisma,check
2731,6,none,melee,attack
2732,10,none,wisdom,save
2733,11,none,melee,attack
2734,16,none,strength,save
2735,9,none,persuasion,check
2736,10,none,strength,check
2737,14,none,dexterity,save
2738,2,none,dexterity,save
2739,10,none,persuasion,check
2740,18,none,wisdom,save
2741,4,none,melee,attack
2742,7,none,perception,check
2743,2,none,constitution,check
2744,14,none,initiative,nan
2745,2,none,charisma,check
2746,10,advantage,initiative,nan
2747,13,none,dexterity,save
2748,5,none,melee,attack
2749,15,advantage,melee,attack
2750,12,advantage,strength,check
2751,1,none,initiative,nan
2752,20,none,melee,attack
2753,20,none,strength,check
2754,16,none,investigation,check
2755,3,none,melee,attack
2756,20,advantage,persuasion,check
2757,6,none,athletics,check
2758,17,none,melee,attack
2759,1,none,melee,attack
2760,3,none,dexterity,save
2761,20,none,investigation,check
2762,3,none,strength,save
2763,18,none,athletics,check
2764,12,none,persuasion,check
2765,1,none,melee,attack
2766,7,none,ranged,attack
2767,3,none,athletics,check
2768,11,none,sleight of hand,check
2769,1,none,wisdom,save
2770,2,none,athletics,check
2771,14,none,melee,attack
2772,9,none,strength,check
2773,8,none,melee,attack
2774,12,none,melee,attack
2775,6,none,initiative,nan
2776,2,none,melee,attack
2777,6,none,investigation,check
2778,8,none,stealth,check
2779,20,none,perception,check
2780,19,none,melee,attack
2781,19,none,investigation,check
2782,19,none,strength,check
2783,18,none,melee,attack
2784,13,none,strength,check
2785,16,none,arcana,check
2786,9,none,melee,attack
2787,17,none,melee,attack
2788,14,none,sleight of hand,check
2789,17,none,deception,check
2790,6,none,initiative,nan
2791,4,none,melee,attack
2792,20,none,athletics,check
2793,11,none,melee,attack
2794,8,none,perception,check
2795,15,advantage,constitution,check
2796,13,disadvantage,arcana,check
2797,8,none,dexterity,save
2798,9,none,perception,check
2799,1,none,initiative,nan
2800,16,advantage,persuasion,check
2801,13,none,stealth,check
2802,20,none,sleight of hand,check
2803,2,none,strength,check
2804,16,none,strength,check
2805,17,none,thieves’ tools,check
2806,11,none,insight,check
2807,18,none,ranged,attack
2808,8,none,initiative,nan
2809,12,none,dexterity,save
2810,20,advantage,melee,attack
2811,8,none,melee,attack
2812,15,none,melee,attack
2813,14,none,strength,check
2814,8,none,initiative,nan
2815,14,advantage,thieves’ tools,check
2816,6,none,strength,check
2817,15,none,melee,attack
2818,7,none,initiative,nan
2819,15,none,thieves’ tools,check
2820,12,none,initiative,nan
2821,4,none,dexterity,save
2822,18,advantage,melee,attack
2823,15,none,athletics,check
2824,10,advantage,investigation,check
2825,12,none,initiative,nan
2826,14,none,perception,check
2827,12,none,strength,check
2828,13,none,strength,check
2829,6,disadvantage,perception,check
2830,17,none,wisdom,save
2831,14,none,dexterity,save
2832,7,none,intimidation,check
2833,5,advantage,melee,attack
2834,16,none,strength,save
2835,16,advantage,melee,attack
2836,2,none,initiative,nan
2837,4,none,strength,save
2838,2,none,dexterity,save
2839,16,advantage,athletics,check
2840,4,none,ranged,attack
2841,17,none,melee,attack
2842,17,advantage,melee,attack
2843,6,none,constitution,check
2844,11,none,strength,check
2845,5,none,initiative,nan
2846,16,none,melee,attack
2847,7,none,dexterity,save
2848,17,none,strength,check
2849,17,advantage,dexterity,save
2850,17,none,charisma,check
2851,1,none,ranged,attack
2852,10,none,investigation,check
2853,11,none,strength,check
2854,10,none,melee,attack
2855,7,none,dexterity,check
2856,18,none,athletics,check
2857,18,none,dexterity,check
2858,4,none,thieves’ tools,check
2859,14,advantage,initiative,nan
2860,13,none,melee,attack
2861,8,none,strength,check
2862,18,none,initiative,nan
2863,3,none,melee,attack
2864,12,none,dexterity,save
2865,16,none,strength,check
2866,9,none,dexterity,check
2867,14,none,strength,check
2868,13,none,intimidation,check
2869,1,none,constitution,check
2870,18,none,insight,check
2871,12,none,strength,check
2872,4,none,melee,attack
2873,19,none,persuasion,check
2874,10,none,ranged,attack
2875,14,none,initiative,nan
2876,3,none,athletics,check
2877,15,advantage,perception,check
2878,2,none,constitution,check
2879,13,advantage,athletics,check
2880,1,none,melee,attack
2881,17,none,constitution,check
2882,3,none,strength,check
2883,4,none,persuasion,check
2884,15,none,melee,attack
2885,17,none,melee,attack
2886,3,none,initiative,nan
2887,10,none,dexterity,save
2888,9,none,constitution,check
2889,20,none,melee,attack
2890,18,advantage,athletics,check
2891,9,none,investigation,check
2892,20,advantage,strength,check
2893,18,none,initiative,nan
2894,4,none,melee,attack
2895,16,none,dexterity,save
2896,14,none,dexterity,save
2897,16,none,perception,check
2898,8,none,dexterity,save
2899,4,none,athletics,check
2900,14,none,melee,attack
2901,13,none,dexterity,save
2902,4,none,dexterity,save
2903,5,none,charisma,check
2904,20,none,thieves’ tools,check
2905,17,none,thieves’ tools,check
2906,5,none,melee,attack
2907,1,none,dexterity,save
2908,10,none,melee,attack
2909,13,none,initiative,nan
2910,3,none,athletics,check
2911,15,none,melee,attack
2912,3,none,dexterity,save
2913,2,none,strength,check
2914,18,none,initiative,nan
2915,19,none,dexterity,save
2916,8,none,dexterity,save
2917,19,advantage,melee,attack
2918,5,none,initiative,nan
2919,1,none,melee,attack
2920,17,advantage,melee,attack
2921,4,disadvantage,melee,attack
2922,6,none,melee,attack
2923,14,none,investigation,check
2924,1,none,athletics,check
2925,13,none,dexterity,save
2926,11,none,melee,attack
2927,5,none,melee,attack
2928,14,none,melee,attack
2929,19,advantage,constitution,save
2930,4,none,perception,check
2931,16,none,melee,attack
2932,14,none,melee,attack
2933,20,advantage,perception,check
2934,18,none,melee,attack
2935,8,none,constitution,check
2936,10,none,thieves’ tools,check
2937,6,none,dexterity,save
2938,8,none,strength,save
2939,9,none,sleight of hand,check
2940,2,none,nature,check
2941,2,none,stealth,check
2942,11,none,thieves’ tools,check
2943,1,none,intimidation,check
2944,17,none,medicine,check
2945,8,none,constitution,check
2946,13,none,perception,check
2947,19,none,melee,attack
2948,17,none,constitution,check
2949,2,none,melee,attack
2950,15,advantage,strength,check
2951,16,advantage,melee,attack
2952,20,none,constitution,check
2953,9,none,persuasion,check
2954,8,none,melee,attack
2955,8,none,melee,attack
2956,10,none,perception,check
2957,18,none,melee,attack
2958,17,none,melee,attack
2959,3,none,ranged,attack
2960,3,none,melee,attack
2961,18,none,dexterity,save
2962,18,none,wisdom,save
2963,13,none,melee,attack
2964,13,none,athletics,check
2965,9,none,strength,check
2966,12,none,initiative,nan
2967,20,none,investigation,check
2968,14,none,dexterity,save
2969,10,none,dexterity,check
2970,1,none,constitution,save
2971,6,advantage,strength,save
2972,17,none,dexterity,save
2973,15,none,intimidation,check
2974,10,none,strength,save
2975,17,none,thieves’ tools,check
2976,17,none,strength,check
2977,2,none,melee,attack
2978,18,none,melee,attack
2979,8,advantage,nature,check
2980,11,advantage,persuasion,check
2981,16,none,perception,check
2982,3,none,strength,check
2983,11,none,dexterity,save
2984,16,none,melee,attack
2985,12,none,dexterity,save
2986,4,none,constitution,save
2987,13,none,melee,attack
2988,2,none,initiative,nan
2989,16,none,melee,attack
2990,18,advantage,melee,attack
2991,14,none,intimidation,check
2992,20,none,strength,save
2993,9,none,investigation,check
2994,18,none,dexterity,save
2995,8,none,initiative,nan
2996,16,none,intimidation,check
2997,11,none,dexterity,check
2998,15,none,strength,check
2999,5,none,perception,check
3000,16,none,melee,attack
3001,7,none,thieves’ tools,check
3002,8,none,strength,save
3003,17,advantage,melee,attack
3004,1,none,thieves’ tools,check
3005,5,none,melee,attack
3006,12,none,sleight of hand,check
3007,7,none,dexterity,save
3008,14,none,melee,attack
3009,13,advantage,strength,check
3010,8,none,melee,attack
3011,2,none,dexterity,save
3012,12,none,initiative,nan
3013,13,advantage,persuasion,check
3014,20,none,dexterity,save
3015,11,none,initiative,nan
3016,20,advantage,athletics,check
3017,12,none,athletics,check
3018,16,none,strength,check
3019,7,none,strength,save
3020,9,none,athletics,check
3021,12,none,constitution,save
3022,4,none,strength,check
3023,11,none,wisdom,save
3024,9,none,melee,attack
3025,9,none,constitution,check
3026,10,advantage,stealth,check
3027,16,none,melee,attack
3028,1,none,ranged,attack
3029,20,advantage,investigation,check
3030,20,none,melee,attack
3031,6,none,perception,check
3032,18,none,melee,attack
3033,12,none,ranged,attack
3034,6,none,initiative,nan
3035,10,none,charisma,check
3036,7,none,athletics,check
3037,18,none,strength,check
3038,10,disadvantage,perception,check
3039,11,none,perception,check
3040,12,none,melee,attack
3041,19,none,ranged,attack
3042,3,disadvantage,constitution,check
3043,15,none,initiative,nan
3044,15,none,melee,attack
3045,3,none,sleight of hand,check
3046,16,none,dexterity,save
3047,7,none,arcana,check
3048,7,none,initiative,nan
3049,1,none,melee,attack
3050,12,advantage,constitution,check
3051,10,none,insight,check
3052,2,none,ranged,attack
3053,10,none,dexterity,save
3054,18,none,perception,check
3055,11,none,strength,check
3056,12,none,dexterity,save
3057,19,none,dexterity,save
3058,3,advantage,initiative,nan
3059,12,none,wisdom,save
3060,17,none,melee,attack
3061,16,none,dexterity,check
3062,2,none,initiative,nan
3063,16,none,melee,attack
3064,18,advantage,dexterity,save
3065,10,none,initiative,nan
3066,20,none,dexterity,save
3067,19,none,melee,attack
3068,1,none,melee,attack
3069,9,none,sleight of hand,check
3070,11,none,melee,attack
3071,11,none,ranged,attack
3072,1,none,melee,attack
3073,9,none,constitution,check
3074,18,none,intimidation,check
3075,8,none,melee,attack
3076,3,none,charisma,check
3077,16,none,melee,attack
3078,3,disadvantage,dexterity,save
3079,8,none,investigation,check
3080,20,none,insight,check
3081,14,advantage,investigation,check
3082,20,advantage,dexterity,save
3083,12,none,dexterity,save
3084,11,disadvantage,dexterity,save
3085,19,none,charisma,check
3086,18,none,initiative,nan
3087,20,advantage,deception,check
3088,16,none,melee,attack
3089,7,advantage,melee,attack
3090,10,none,melee,attack
3091,10,none,investigation,check
3092,19,none,constitution,save
3093,20,none,charisma,check
3094,14,none,dexterity,save
3095,12,none,melee,attack
3096,6,none,wisdom,save
3097,3,none,strength,check
3098,6,none,initiative,nan
3099,18,none,intimidation,check
3100,3,none,thieves’ tools,check
3101,2,none,constitution,check
3102,19,none,insight,check
3103,3,none,dexterity,save
3104,9,none,sleight of hand,check
3105,7,none,dexterity,save
3106,19,none,dexterity,save
3107,20,none,melee,attack
3108,6,none,dexterity,save
3109,13,disadvantage,wisdom,save
3110,17,none,melee,attack
3111,15,none,dexterity,save
3112,16,none,strength,check
3113,5,none,melee,attack
3114,18,none,strength,save
3115,18,none,melee,attack
3116,7,none,melee,attack
3117,8,none,constitution,save
3118,10,none,melee,attack
3119,5,none,dexterity,save
3120,19,none,wisdom,save
3121,8,none,intimidation,check
3122,17,none,melee,attack
3123,18,none,intimidation,check
3124,15,none,arcana,check
3125,3,none,ranged,attack
3126,5,none,melee,attack
3127,3,none,strength,check
3128,17,none,intimidation,check
3129,16,none,stealth,check
3130,14,none,stealth,check
3131,17,none,dexterity,save
3132,7,none,wisdom,save
3133,3,none,melee,attack
3134,14,none,strength,check
3135,5,none,melee,attack
3136,9,none,melee,attack
3137,18,disadvantage,dexterity,save
3138,10,none,melee,attack
3139,8,none,melee,attack
3140,19,none,investigation,check
3141,4,none,ranged,attack
3142,17,none,strength,check
3143,17,none,melee,attack
3144,19,none,dexterity,save
3145,18,none,melee,attack
3146,9,none,melee,attack
3147,20,none,dexterity,save
3148,12,none,melee,attack
3149,10,none,wisdom,save
3150,4,none,melee,attack
3151,14,none,strength,check
3152,3,none,sleight of hand,check
3153,18,advantage,strength,check
3154,10,none,dexterity,save
3155,5,none,investigation,check
3156,7,none,perception,check
3157,5,none,strength,check
3158,14,none,melee,attack
3159,4,none,melee,attack
3160,19,none,strength,check
3161,19,none,persuasion,check
3162,17,none,investigation,check
3163,17,none,melee,attack
3164,18,none,dexterity,save
3165,18,advantage,initiative,nan
3166,19,none,charisma,check
